user,churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
11574,0,41,na,552.0,0,0,0,0,0,182,0,0,12,1,1,1,1,0,0,bi-weekly,0,0,0,0,leo,0,0,61.0,2.03,0
11575,0,31,r,610.0,37,0,89,37,0,190,0,0,16,1,1,1,0,1,0,na,0,0,0,0,cancer,0,0,51.0,1.7,1
11576,0,34,na,551.0,0,0,97,0,0,190,0,0,4,1,0,0,1,0,0,bi-weekly,0,0,0,0,gemini,0,0,42.0,1.4,1
11577,0,30,na,518.0,0,0,52,0,0,110,0,0,5,1,1,1,0,1,0,weekly,0,0,0,0,libra,0,0,40.0,1.33,0
11579,1,21,na,582.0,9,0,34,9,0,82,0,0,17,1,1,1,0,1,2,bi-weekly,0,0,0,0,scorpio,0,1,18.0,0.6,1
11580,1,37,o,595.0,20,0,13,19,0,307,0,0,9,1,1,1,1,0,0,weekly,0,0,0,0,cancer,0,0,75.0,2.5,1
11586,1,27,na,654.0,0,0,0,0,0,172,0,0,5,1,1,1,1,1,3,semi-monthly,0,0,0,0,gemini,0,0,61.0,2.03,0
11591,0,41,r,645.0,0,0,0,0,3,158,0,0,20,1,1,1,1,0,0,na,0,0,0,0,leo,0,0,54.0,1.8,1
11592,0,28,na,519.6,0,0,77,0,0,163,0,0,13,1,0,0,1,0,0,na,0,0,0,0,aries,0,0,40.0,1.33,0
11595,0,27,r,589.0,0,0,17,0,1,180,4,0,27,1,1,1,1,0,0,bi-weekly,0,0,0,0,na,0,0,50.0,1.67,1
11596,1,45,o,527.0,25,2,87,24,0,238,0,0,25,1,0,0,1,0,0,bi-weekly,0,0,0,0,sagittarius,0,0,60.0,2.0,1
11600,0,31,r,523.0,0,0,0,0,0,81,0,0,1,1,0,0,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,28.0,0.93,0
11602,1,25,na,527.4,0,0,10,0,0,20,0,0,0,1,0,0,0,1,2,weekly,0,0,0,0,leo,1,0,10.0,0.33,1
11603,0,67,na,527.0,0,0,43,0,0,186,0,0,9,1,1,1,0,1,0,weekly,0,0,0,0,aquarius,0,0,61.0,2.03,1
11604,0,58,r,577.0,44,3,51,44,0,224,0,0,129,1,1,1,1,0,0,weekly,0,0,0,0,pisces,0,0,8.0,0.27,1
11613,1,29,r,399.0,2,1,52,2,0,225,0,0,14,1,1,1,0,1,0,weekly,0,0,0,0,libra,1,0,55.0,1.83,1
11623,1,36,na,666.0,0,0,0,0,4,4,0,0,3,1,1,1,1,0,0,semi-monthly,0,0,0,0,cancer,0,0,9.0,0.3,0
11624,1,35,r,526.4,0,0,95,0,0,206,0,0,9,1,1,1,1,0,0,na,0,0,0,0,scorpio,0,0,40.0,1.33,0
11625,0,24,r,447.0,1,0,134,1,0,240,0,0,14,1,1,1,1,0,0,bi-weekly,0,0,0,0,sagittarius,0,0,58.0,1.93,1
11626,0,25,r,623.0,0,0,61,0,0,177,0,0,10,1,0,0,0,1,0,na,0,1,0,0,virgo,0,0,37.0,1.23,1
11636,1,21,na,489.2,1,0,4,1,0,0,0,0,0,1,0,0,0,1,2,weekly,0,0,0,0,taurus,1,0,2.0,0.33,0
11637,0,26,r,462.0,0,0,77,0,0,114,0,0,10,1,1,1,0,1,0,bi-weekly,0,0,0,0,leo,1,0,21.0,0.7,0
11645,0,24,r,527.0,0,0,52,0,0,169,0,0,4,1,1,1,0,1,0,bi-weekly,0,0,0,0,taurus,0,0,45.0,1.5,0
11649,0,45,r,558.0,40,7,57,40,0,184,0,0,7,1,0,0,0,1,2,monthly,0,0,0,0,taurus,0,0,39.0,1.3,0
11651,0,28,r,581.0,0,0,0,0,0,104,0,0,4,1,0,0,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,47.0,1.5699999999999998,0
11654,1,25,na,521.0,0,0,17,0,0,26,0,0,1,1,1,1,0,1,0,weekly,0,0,0,0,aries,0,0,13.0,0.43,0
11657,0,17,r,664.0,5,1,17,5,0,41,0,0,7,1,1,1,1,1,3,na,0,0,0,0,sagittarius,0,0,12.0,0.4,0
11660,0,47,na,607.0,38,1,30,37,0,220,0,0,6,1,1,1,0,1,0,na,0,0,0,0,virgo,0,0,53.0,1.77,0
11669,1,29,na,563.0,0,0,20,0,0,85,0,0,11,1,0,0,1,0,0,semi-monthly,0,0,0,0,gemini,0,0,19.0,0.63,1
11670,0,25,r,531.0,1,1,178,1,0,255,0,0,25,1,0,0,1,0,0,monthly,0,0,0,0,gemini,0,0,59.0,1.97,1
11672,0,39,r,559.0,8,0,151,8,0,215,0,0,83,1,0,0,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,44.0,1.47,1
11673,0,21,r,585.0,0,0,100,0,0,180,0,0,9,1,0,0,0,1,2,weekly,0,0,0,0,aquarius,1,0,46.0,1.53,0
11674,0,26,r,578.0,5,3,68,5,0,165,0,0,12,1,1,1,0,1,0,na,0,0,0,0,pisces,0,0,38.0,1.27,0
11677,0,39,r,525.0,2,0,87,2,0,211,0,0,9,1,0,0,0,1,2,weekly,0,0,0,0,virgo,1,0,22.0,0.73,1
11680,0,47,o,591.0,4,2,67,4,0,158,0,0,8,1,0,0,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,44.0,1.47,0
11682,0,33,r,516.0,1,0,45,1,0,85,0,0,8,1,0,0,1,0,0,semi-monthly,0,0,0,0,na,0,0,26.0,0.87,0
11683,0,47,r,543.0,0,0,39,0,0,58,0,0,5,1,1,1,1,0,2,monthly,0,0,0,0,gemini,0,0,31.0,1.03,1
11690,0,27,o,483.2,14,2,41,13,0,109,0,0,8,1,0,0,0,1,0,weekly,0,0,0,0,aquarius,0,0,26.0,0.93,1
11691,1,22,na,555.0,0,0,0,0,0,128,0,0,4,1,1,1,1,0,2,bi-weekly,0,0,1,0,aries,0,0,47.0,1.5699999999999998,0
11692,0,23,r,574.0,0,0,0,0,0,225,0,0,8,1,1,1,1,0,0,bi-weekly,0,0,0,0,pisces,0,0,78.0,2.6,0
11696,0,26,r,497.0,0,0,157,0,0,304,0,0,12,1,1,1,1,0,0,bi-weekly,0,0,0,0,aquarius,0,0,67.0,2.23,0
11697,0,24,na,557.0,0,0,35,0,0,54,0,0,4,1,0,0,0,1,3,bi-weekly,0,0,0,0,gemini,1,0,13.0,0.43,0
11699,0,27,na,489.0,1,1,7,1,0,47,0,0,4,1,1,1,0,1,0,weekly,0,0,0,0,virgo,0,0,24.0,0.8,1
11700,0,34,r,662.0,0,0,111,0,0,199,0,0,7,1,1,1,0,1,0,weekly,0,0,0,0,aquarius,1,0,54.0,1.8,1
11701,0,39,o,535.0,0,0,0,0,0,191,0,0,24,1,1,1,0,1,0,weekly,0,0,0,0,virgo,0,0,47.0,1.5699999999999998,0
11705,0,24,na,459.0,0,0,6,0,0,13,0,0,0,1,1,1,1,0,0,weekly,0,0,0,0,libra,0,0,3.0,0.1699999999999999,0
11707,0,40,r,472.0,6,0,114,6,0,260,0,0,18,1,1,1,0,1,0,bi-weekly,0,0,0,0,scorpio,1,0,58.0,1.93,0
11712,0,52,r,641.0,0,0,0,0,4,209,0,2,16,1,1,1,1,0,0,weekly,0,0,0,0,na,0,0,70.0,2.33,0
11715,0,19,r,587.0,0,0,129,0,0,249,0,0,12,1,0,0,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,59.0,1.97,0
11716,0,29,o,564.0,31,0,38,31,0,121,0,0,11,1,0,0,0,1,0,bi-weekly,0,0,0,0,sagittarius,1,0,21.0,0.7,0
11718,0,35,r,572.0,14,2,65,14,0,214,0,0,12,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,1,0,53.0,1.77,1
11720,1,33,r,538.0,0,0,0,0,0,104,0,1,33,1,1,1,1,0,0,bi-weekly,0,0,0,0,leo,0,0,24.0,0.8,1
11722,0,36,r,561.8,0,0,0,0,0,245,0,0,3,1,1,1,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,69.0,2.3,0
11724,1,24,r,545.0,4,1,44,4,0,132,0,0,7,1,0,0,1,0,0,semi-monthly,0,0,0,0,na,0,0,35.0,1.17,1
11727,1,19,na,457.0,0,0,0,0,0,4,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,2.0,0.0699999999999999,0
11729,0,24,r,524.0,42,0,108,41,0,269,0,0,16,1,1,1,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,68.0,2.27,0
11733,0,24,na,546.0,1,0,31,1,0,71,0,0,5,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,0,0,18.0,0.8199999999999998,0
11737,1,35,na,580.0,1,0,55,1,0,151,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,pisces,0,0,45.0,1.5,0
11740,0,33,r,593.0,32,6,52,30,0,178,0,0,138,1,1,1,1,0,0,bi-weekly,0,0,0,0,gemini,0,0,34.0,2.0,1
11741,0,27,na,651.0,0,0,116,0,0,275,0,0,3,1,1,1,0,1,0,weekly,0,0,0,0,leo,0,0,45.0,1.5,1
11744,0,22,r,658.0,0,0,141,0,0,268,0,0,21,1,0,0,0,1,0,weekly,0,0,0,0,scorpio,0,0,64.0,2.13,0
11745,1,26,r,491.0,2,0,20,2,0,49,0,0,7,1,1,1,1,0,0,bi-weekly,0,0,0,0,aries,1,0,8.0,0.73,1
11747,1,37,r,461.0,0,0,10,0,0,12,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,na,0,0,3.0,0.1,1
11749,0,45,na,614.0,0,0,0,0,0,218,0,0,3,1,1,1,0,1,0,weekly,0,0,0,0,aquarius,0,0,34.0,1.13,1
11752,1,51,na,543.2,0,0,26,0,0,56,0,0,1,1,1,1,0,1,0,monthly,0,0,0,0,capricorn,0,0,31.0,1.03,0
11758,1,25,r,529.0,2,0,71,2,0,279,0,0,21,1,1,1,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,58.0,1.93,1
11759,1,31,na,562.0,0,0,14,0,0,122,0,0,5,1,1,1,1,0,0,bi-weekly,0,0,0,0,virgo,0,0,28.0,0.93,0
11763,0,44,r,501.0,0,0,0,0,0,7,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,libra,1,0,4.0,0.13,0
11767,0,22,r,438.0,7,1,79,7,0,179,0,0,6,1,0,0,0,1,0,bi-weekly,0,0,0,0,leo,0,0,53.0,1.77,0
11771,0,53,na,590.2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,monthly,0,0,0,0,scorpio,0,0,10.0,0.33,0
11777,0,42,na,588.2,0,0,0,0,0,112,0,0,6,1,0,0,0,1,0,semi-monthly,0,0,0,0,na,0,0,34.0,1.13,1
11779,1,41,r,512.0,2,1,7,2,0,13,0,0,2,1,1,1,0,1,0,na,0,1,0,0,aquarius,0,0,9.0,0.3,0
11780,1,29,r,547.0,0,0,0,0,0,207,0,0,7,1,0,0,1,0,0,na,0,0,0,0,cancer,0,0,62.0,2.07,0
11784,0,27,r,574.0,0,0,0,0,0,106,0,0,4,1,1,1,1,1,2,bi-weekly,0,0,0,0,leo,0,0,50.0,1.67,0
11786,0,31,na,503.0,3,8,0,3,0,268,0,0,44,1,1,1,1,0,3,bi-weekly,0,0,0,0,virgo,1,0,63.0,2.1,1
11789,1,26,r,538.0,0,0,45,0,0,104,0,0,11,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,0,0,23.0,0.77,1
11790,0,29,r,634.0,2,0,57,2,0,185,0,0,5,1,0,0,0,1,0,bi-weekly,0,0,0,0,libra,0,0,46.0,1.53,1
11791,0,29,r,555.2,0,0,88,0,0,264,0,0,18,1,0,0,1,0,0,weekly,0,0,0,0,na,0,0,67.0,2.23,0
11796,1,28,o,572.0,0,0,0,0,0,42,0,0,3,1,1,1,1,0,0,bi-weekly,0,0,1,0,libra,0,0,27.0,1.08,0
11797,0,34,na,526.0,0,0,4,0,0,5,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,leo,0,0,3.0,0.12,1
11799,0,40,o,545.0,1,0,167,1,0,260,0,0,17,1,1,1,1,0,0,semi-monthly,0,0,0,0,sagittarius,0,0,64.0,2.13,1
11812,0,43,r,487.0,9,1,0,8,0,293,0,0,31,1,1,1,1,0,0,na,0,0,0,0,virgo,0,0,50.0,1.67,1
11814,1,23,na,491.0,0,0,0,0,0,84,0,0,2,1,0,0,0,1,0,monthly,0,0,0,0,cancer,0,0,25.0,0.83,0
11827,1,27,r,654.0,0,0,29,0,0,92,0,0,10,1,1,1,1,0,2,na,0,0,0,0,aquarius,0,0,13.0,0.43,1
11829,1,28,na,674.0,0,0,0,0,0,194,0,0,11,1,0,0,1,0,0,bi-weekly,0,0,0,0,taurus,0,0,47.0,1.5699999999999998,1
11833,0,19,r,565.0,0,0,0,0,0,145,0,0,8,1,0,0,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,44.0,1.47,0
11836,1,44,r,429.0,0,0,4,0,0,24,0,0,1,1,1,1,1,0,0,weekly,0,0,0,0,cancer,0,0,6.6,0.0,0
11837,0,37,r,627.0,0,0,0,0,0,211,0,0,27,1,1,1,0,1,0,bi-weekly,0,0,0,0,taurus,0,0,65.0,2.17,1
11839,1,30,na,581.6,0,0,64,0,0,264,0,0,12,1,0,0,1,0,0,bi-weekly,0,0,0,0,na,0,0,61.0,2.03,0
11840,1,42,r,551.0,0,0,0,0,1,221,0,0,0,1,1,1,0,1,2,bi-weekly,0,0,0,0,sagittarius,0,0,83.0,2.77,0
11841,1,24,na,570.0,2,1,0,2,0,32,0,0,1,1,0,0,1,0,0,bi-weekly,0,0,0,0,aries,0,0,14.0,0.47,0
11842,1,32,na,530.0,1,0,0,1,0,122,0,0,5,1,1,1,0,1,0,na,0,0,0,0,cancer,0,0,33.0,1.1,0
11843,0,18,r,537.0,0,0,50,0,0,112,0,0,3,1,1,1,0,1,2,weekly,0,0,0,0,pisces,1,0,36.0,1.2,1
11847,0,50,o,619.0,4,0,184,4,0,246,0,0,16,1,1,1,0,1,0,semi-monthly,0,0,0,0,virgo,1,0,58.0,1.93,0
11852,0,29,r,551.2,0,0,85,0,0,222,0,0,12,1,0,0,0,1,0,na,0,0,0,0,pisces,0,0,57.0,1.9,1
11861,0,22,na,703.0,2,0,36,2,0,80,0,0,8,1,0,0,1,1,5,bi-weekly,0,0,0,0,na,1,0,20.0,0.67,1
11866,0,26,na,502.6,0,0,9,0,0,13,0,0,0,1,1,1,0,1,0,weekly,0,0,0,0,taurus,0,0,8.0,0.27,0
11867,0,52,na,618.0,0,0,0,0,0,86,0,0,29,1,1,1,1,0,0,bi-weekly,0,1,0,1,na,0,0,38.0,1.27,1
11869,0,21,o,394.0,1,0,48,1,0,85,0,0,7,1,0,0,0,1,0,bi-weekly,0,1,0,0,virgo,0,0,27.0,0.9,1
11870,0,27,o,551.0,2,0,79,2,0,116,0,0,7,1,0,0,1,0,2,semi-monthly,0,0,0,0,pisces,1,0,50.0,1.67,0
11872,0,37,r,639.0,7,3,96,7,0,222,0,0,6,1,0,0,0,1,0,bi-weekly,0,0,0,0,cancer,0,0,54.0,1.8,1
11875,1,22,r,448.0,14,0,0,13,0,60,0,0,15,1,0,0,0,1,0,weekly,0,0,0,0,gemini,0,0,23.0,0.77,1
11876,1,30,na,481.0,0,0,135,0,0,117,0,0,14,1,0,0,1,0,2,monthly,0,0,0,0,pisces,0,0,24.0,0.8,1
11877,0,39,na,552.2,8,1,0,8,0,247,0,0,6,1,1,1,1,0,0,na,0,0,0,0,libra,0,0,65.0,2.17,0
11878,0,41,r,539.0,0,0,0,0,0,177,0,0,11,1,1,1,1,0,0,monthly,0,0,0,0,na,0,0,44.0,1.47,0
11883,0,25,r,560.0,0,0,115,0,0,169,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,aquarius,0,0,63.0,2.1,1
11886,0,27,r,603.0,0,0,1,0,0,185,0,0,1,1,0,0,1,1,2,weekly,0,0,0,0,leo,0,0,48.0,1.6,0
11888,1,26,na,557.8,0,0,0,0,0,233,0,0,13,1,0,0,0,1,2,monthly,0,0,0,0,virgo,0,0,72.0,2.4,0
11889,0,37,r,781.0,21,3,120,21,0,221,0,0,27,1,0,0,0,1,0,bi-weekly,0,0,0,0,libra,1,0,50.0,1.67,0
11890,0,54,r,635.0,25,0,57,25,0,157,0,0,17,1,1,1,0,1,0,bi-weekly,0,0,0,0,taurus,0,0,49.0,1.63,1
11893,1,52,na,693.0,3,0,41,3,0,250,0,0,21,1,0,0,1,0,0,bi-weekly,0,0,0,0,cancer,0,0,23.0,0.77,0
11899,1,20,na,510.2,0,0,5,0,0,1,0,0,0,1,1,1,0,1,2,bi-weekly,0,0,0,0,pisces,0,0,2.0,0.0699999999999999,0
11900,1,20,r,543.0,1,0,25,1,0,176,0,0,8,1,1,1,0,1,3,weekly,0,0,0,0,aquarius,0,0,43.0,1.4300000000000002,0
11907,1,33,na,547.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,monthly,0,0,0,0,cancer,0,0,2.0,0.0699999999999999,0
11908,1,21,r,549.8,0,0,26,0,0,200,0,0,5,1,0,0,1,0,0,bi-weekly,0,0,0,0,pisces,0,0,54.0,1.8,0
11914,1,19,na,563.8,1,0,1,1,0,3,0,0,0,1,0,0,1,0,0,weekly,0,0,0,0,sagittarius,0,0,1.0,0.0,0
11920,1,41,o,580.0,7,0,1,7,0,15,0,0,2,1,1,1,1,0,2,bi-weekly,0,0,0,0,cancer,0,0,10.0,0.33,0
11922,0,22,r,562.0,0,0,0,0,0,233,0,0,20,1,0,0,0,1,0,semi-monthly,0,0,0,0,virgo,0,0,68.0,2.27,1
11926,0,36,o,586.0,0,0,82,0,0,269,0,0,0,1,1,1,1,0,0,weekly,0,0,0,0,cancer,0,0,57.0,1.9,0
11927,0,53,r,666.0,0,0,0,0,2,260,0,0,21,1,1,1,0,1,0,bi-weekly,0,0,0,0,na,0,0,67.0,2.23,0
11932,1,34,na,548.6,0,0,4,0,0,225,0,1,28,1,1,1,1,0,2,semi-monthly,0,0,0,0,sagittarius,1,0,65.0,2.17,1
11933,0,28,o,582.0,37,1,94,37,0,229,0,0,37,1,1,1,0,1,0,bi-weekly,0,1,0,0,cancer,1,0,33.0,1.1,1
11934,0,44,na,527.0,60,11,92,60,0,300,0,0,39,1,1,1,1,1,4,bi-weekly,0,0,0,0,leo,0,0,60.0,2.0,1
11936,0,43,r,624.0,1,0,96,1,0,169,0,0,8,1,1,1,1,0,0,bi-weekly,0,1,0,0,aquarius,0,0,34.0,1.13,1
11937,0,40,na,545.0,0,0,78,0,0,194,0,0,40,1,1,1,1,0,0,weekly,0,0,0,0,virgo,0,0,54.0,1.8,0
11939,0,37,r,521.0,1,0,61,1,0,224,0,0,4,1,0,0,1,0,0,weekly,0,0,0,0,aquarius,1,0,55.0,1.83,1
11940,1,21,r,521.0,4,0,35,4,0,63,0,0,10,1,1,1,0,1,0,weekly,0,0,0,0,scorpio,1,0,16.0,0.53,1
11941,0,25,o,521.0,0,0,77,0,0,171,0,0,8,1,1,1,0,1,0,weekly,0,0,0,0,aquarius,0,0,40.0,1.33,1
11943,0,34,r,479.0,56,7,125,56,0,321,0,0,91,1,1,1,0,1,0,weekly,0,0,0,0,gemini,1,0,67.0,2.23,1
11945,0,19,r,531.0,0,0,48,0,0,102,0,0,9,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,1,0,27.0,0.9,0
11950,0,27,o,644.0,0,0,0,0,3,210,1,0,35,1,1,1,0,1,0,bi-weekly,0,0,0,0,leo,0,1,64.0,2.13,0
11953,0,34,r,582.0,3,0,64,3,0,209,0,0,12,1,1,1,1,0,2,bi-weekly,0,0,0,0,na,1,0,60.0,2.0,1
11954,1,32,r,520.0,2,0,0,2,0,184,0,0,13,1,1,1,1,0,2,bi-weekly,0,0,0,0,na,0,0,60.0,2.0,0
11955,0,21,r,491.0,1,1,63,1,0,164,0,0,12,1,1,1,0,1,2,na,0,0,0,0,leo,0,0,36.0,1.2,0
11960,1,24,r,513.0,11,3,36,11,0,101,0,0,8,1,0,0,1,0,0,weekly,0,0,0,0,libra,0,0,10.0,0.33,1
11968,0,25,r,540.0,0,0,83,0,0,163,0,0,5,1,0,0,1,0,0,bi-weekly,0,0,0,0,libra,0,0,39.0,1.3,0
11969,0,46,na,500.6,0,0,0,0,0,92,0,0,0,1,1,1,1,0,0,bi-weekly,0,0,0,0,virgo,0,0,40.0,1.33,0
11974,1,35,na,585.0,0,0,0,0,0,12,0,0,1,1,1,1,0,1,2,weekly,0,0,0,0,cancer,0,0,7.0,0.23,0
11976,0,46,r,505.0,0,0,0,0,0,194,0,0,4,1,1,1,0,1,2,bi-weekly,0,0,0,0,sagittarius,0,0,64.0,2.13,0
11979,1,29,o,432.0,3,0,71,1,0,90,0,0,8,1,1,1,1,0,0,weekly,0,0,0,0,cancer,0,0,24.0,0.8,0
11981,0,22,na,497.0,0,0,25,0,0,64,0,0,3,1,0,0,0,1,2,na,0,0,0,0,taurus,0,0,13.0,0.43,1
11983,0,22,r,566.0,0,0,70,0,0,111,0,0,9,1,0,0,0,1,2,bi-weekly,0,0,0,0,libra,0,0,44.0,1.47,1
11987,0,32,r,571.0,12,1,97,12,0,195,0,0,22,1,0,0,1,0,0,weekly,0,0,0,0,na,0,0,47.0,1.5699999999999998,1
11988,0,28,o,556.0,0,0,19,0,0,93,0,0,1,1,0,0,1,0,0,monthly,0,0,0,0,libra,1,0,39.0,1.3,0
11989,0,25,r,526.0,42,1,108,42,0,199,0,0,22,1,1,1,0,1,0,weekly,0,0,0,0,libra,0,0,53.0,1.77,1
11990,1,35,r,563.0,0,0,0,0,0,186,0,0,4,1,1,1,0,1,2,monthly,0,0,0,0,libra,0,0,61.0,2.03,0
11994,1,19,na,533.8,0,0,1,0,0,77,0,0,10,1,0,0,0,1,0,weekly,0,0,0,0,sagittarius,0,0,23.0,0.77,0
11998,0,37,o,601.0,6,2,38,6,0,124,0,0,14,1,1,1,1,0,3,weekly,0,0,0,0,na,0,0,22.0,0.73,1
12001,0,26,r,560.0,0,0,0,0,0,175,0,2,5,1,0,0,0,1,0,bi-weekly,0,0,0,0,libra,0,0,63.0,2.1,0
12002,0,26,r,585.0,2,0,158,2,0,306,0,0,23,1,0,0,1,0,0,bi-weekly,0,0,0,0,scorpio,1,0,59.0,1.97,1
12003,1,37,na,513.0,0,0,0,0,0,76,0,0,5,1,1,1,1,0,0,semi-monthly,0,0,0,0,cancer,0,0,25.0,0.83,0
12005,1,41,r,579.0,0,0,0,0,1,255,0,1,47,1,1,1,1,0,0,bi-weekly,0,0,0,0,leo,0,0,67.0,2.23,1
12006,0,28,r,535.0,5,3,112,5,0,253,0,0,37,1,0,0,0,1,0,bi-weekly,0,0,0,0,leo,0,0,61.0,2.03,1
12007,1,32,r,630.0,1,0,4,1,0,84,0,0,27,1,0,0,0,1,0,bi-weekly,0,0,0,0,leo,0,0,30.0,1.0,1
12009,0,21,o,628.0,0,0,4,0,0,0,0,0,0,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,0,0,1.0,0.03,0
12011,1,32,na,526.0,0,0,0,0,0,45,0,0,2,1,1,1,0,1,0,bi-weekly,0,0,0,0,libra,0,0,33.0,1.1,0
12015,1,31,na,536.0,11,6,46,11,0,90,0,0,11,1,1,1,1,0,0,na,0,0,0,0,cancer,0,0,28.0,0.93,0
12018,0,33,r,516.0,1,0,74,1,0,210,0,0,6,1,1,1,0,1,0,na,0,0,0,0,leo,1,0,56.0,1.87,1
12019,0,54,r,544.0,56,14,98,55,0,287,0,0,37,1,1,1,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,66.0,2.2,1
12020,1,29,r,512.0,4,0,0,4,4,249,1,0,42,1,1,1,0,1,0,weekly,0,0,0,0,taurus,1,0,66.0,2.2,1
12021,0,38,r,449.0,12,8,114,10,0,190,0,0,23,1,0,0,0,1,0,bi-weekly,0,0,0,0,scorpio,0,0,41.0,1.37,1
12028,1,19,r,613.0,0,0,0,0,0,24,0,0,0,1,0,0,0,1,0,bi-weekly,0,0,0,0,leo,0,0,27.0,0.9,0
12029,0,28,r,533.0,0,0,0,0,0,56,2,0,15,1,1,1,1,0,0,bi-weekly,0,0,0,0,na,0,0,36.0,1.2,1
12035,0,38,r,526.0,16,0,225,16,0,239,0,0,55,1,1,1,0,1,0,bi-weekly,0,0,0,0,capricorn,0,0,50.0,1.67,1
12039,0,32,na,538.0,2,0,26,2,0,66,0,0,5,1,0,0,1,0,0,bi-weekly,0,0,0,0,aquarius,0,0,15.0,0.71,0
12041,1,37,r,623.0,5,0,33,5,0,254,0,0,100,1,1,1,0,1,0,weekly,0,0,0,0,taurus,0,0,57.0,1.9,1
12042,0,32,r,512.8,0,0,79,0,0,123,0,0,14,1,1,1,1,0,0,monthly,0,0,0,0,na,0,0,25.0,0.96,1
12043,0,28,r,577.0,1,1,33,1,0,87,0,0,1,1,1,1,1,0,0,na,0,0,0,0,aquarius,0,0,21.0,0.7,0
12046,1,42,r,622.0,0,0,0,0,1,246,0,0,7,1,1,1,0,1,0,monthly,0,0,0,0,leo,0,0,67.0,2.23,0
12048,1,29,r,570.0,0,0,0,0,0,200,0,0,18,1,1,1,1,0,0,weekly,0,0,0,0,libra,0,0,64.0,2.13,1
12049,1,26,r,779.0,31,5,73,30,0,254,0,0,20,1,0,0,0,1,2,na,0,0,0,0,libra,0,0,46.0,1.53,0
12053,0,29,r,557.0,0,0,0,0,2,215,0,0,21,1,1,1,1,0,0,bi-weekly,0,0,0,0,scorpio,1,1,68.0,2.27,0
12057,0,57,na,546.0,0,0,60,0,0,222,0,0,24,1,0,0,1,0,0,bi-weekly,0,0,0,0,aquarius,0,0,38.0,1.27,1
12059,1,26,r,520.0,0,0,1,0,0,40,0,0,6,1,1,1,1,1,3,semi-monthly,0,0,0,0,leo,0,0,16.0,0.53,1
12060,0,42,r,520.0,0,0,0,0,0,186,0,0,2,1,1,1,1,1,5,monthly,0,0,0,0,sagittarius,0,0,62.0,2.07,0
12063,1,29,r,580.0,0,0,0,0,0,196,0,0,10,1,1,1,0,1,0,semi-monthly,0,1,1,0,cancer,0,0,66.0,2.2,0
12068,0,29,o,585.0,0,0,0,0,0,169,4,0,33,1,1,1,1,0,3,semi-monthly,0,0,0,0,virgo,0,0,56.0,1.87,0
12083,0,24,na,548.0,3,0,68,3,0,186,0,0,15,1,1,1,0,1,0,bi-weekly,0,0,0,0,virgo,0,0,52.0,1.73,1
12086,0,32,na,515.0,4,0,13,4,0,17,0,0,6,1,0,0,1,0,0,bi-weekly,0,0,0,0,cancer,0,0,10.0,0.33,1
12088,0,36,r,520.0,28,2,28,28,0,120,0,0,7,1,1,1,1,0,0,weekly,0,0,0,0,gemini,0,0,32.0,1.0699999999999998,1
12089,1,22,na,546.0,0,0,29,0,0,91,0,0,11,1,1,1,1,0,0,na,0,0,0,0,scorpio,0,0,11.0,0.37,0
12090,1,22,r,558.0,0,0,0,0,0,67,0,0,10,1,0,0,1,0,0,bi-weekly,0,0,0,0,na,0,0,29.0,0.97,0
12093,0,37,r,584.0,0,0,3,0,2,250,0,1,4,1,0,0,0,1,0,bi-weekly,0,0,0,0,gemini,0,0,65.0,2.17,0
12096,0,24,na,561.0,0,0,13,0,0,15,0,0,1,1,1,1,0,1,0,bi-weekly,0,0,0,0,sagittarius,0,0,10.0,0.33,1
12099,1,39,na,565.0,0,0,0,0,0,133,0,4,33,1,1,1,1,0,2,bi-weekly,0,0,1,0,virgo,0,0,41.0,1.37,0
